stamp,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n37,n38,n39,n40,n41,n42,n43,behavior
60,-1.584740863824911,0.8412583358746165,0.8887773876699884,-1.539364001659226,0.606992943098481,-0.009519589879590402,-0.8293811201336361,0.2546338730843685,2.932666862301701,0.274006284799848,3.018443260155309,-1.005251974365062,1.145731585854916,-0.5302059549096604,-1.58517312402709,-0.4908075322072759,-0.6715828701641597,1.360043440650548,-0.8857465844116664,-1.266061630545586,1.005425108941278,2.096294253541445,-0.7767705180513057,-0.348010908335835,-0.2473006477801804,-0.07807916001500893,-0.5003513321210908,-0.2565002286233485,-0.8830113127573919,0.6724418452584411,0.1818699706131243,0.1022777522696574,-1.307936953534001,-0.8204917724969738,-0.6110381457965647,-0.4622273790698327,-0.8038198376624258,1.23051388177385,-0.4780848434015449,-0.1360723872302868,-1.14384943015564,-0.827974001770449,-0.8959544869466346,Open-Armed-Exp
61,-1.687833179318379,0.8254237885668394,0.9881577475807645,-1.540797324389311,0.558830937221082,-0.07802265626835368,-0.8297164872620424,0.1485321096748153,2.839412554628014,0.2293444335277328,3.263775743748207,-1.029289105771517,0.9514478200994265,-0.560582094012618,-1.602901309955615,-0.4707865797198227,-0.5965457504877557,1.345837182142324,-0.8949555667281958,-1.204537289808185,1.056952301087138,2.181558586808145,-0.7274313462985895,-0.3728730716061782,-0.240161551606653,-0.03597169927038699,-0.5088683875706892,-0.2999151751397313,-0.7978697526707381,0.7554512422312234,0.1429132817926231,0.1680517589888046,-1.225200918302034,-0.7316939095888473,-0.6915814258775872,-0.460007428987827,-0.8710019138123853,1.316482589212238,-0.5424348216175296,-0.1544816420473806,-1.195097501927056,-0.9700346185600914,-0.9671278256269318,Open-Armed-Exp
62,-1.775104197502783,0.8103455291007737,1.084964857210649,-1.532349874473011,0.5012976288488803,-0.1493669860135674,-0.8317313334673191,0.09069819058124749,2.751473035931615,0.1660892058957378,3.360596830554181,-1.051867834887379,0.8068603345022841,-0.5836730914110742,-1.620597725179906,-0.4565820738674993,-0.5280611945136252,1.348199456287685,-0.9098597136787746,-1.13409603381879,1.099305952262619,2.281690357788546,-0.6784845634967306,-0.3661346387604023,-0.2442481936061427,-0.01555714552945004,-0.5119756985624488,-0.327504622978544,-0.6315701162089036,0.8179476651645462,0.126909367926067,0.2875468036953666,-1.10062961431412,-0.68173335886226,-0.7239882114246223,-0.4405523644791016,-0.9350859958495176,1.41846977001135,-0.5654937029329602,-0.1870212169593283,-1.247022048359104,-1.144824046271084,-1.039082221408302,Open-Armed-Exp
63,-1.831228484596642,0.7778977988487834,1.154596184194115,-1.510805505841029,0.4426208516443141,-0.2175789548910884,-0.8341270944193131,0.1029251602023367,2.686652994945353,0.09651954019843721,3.341476177638201,-1.065181362455357,0.74429559215234,-0.5927770876358194,-1.626453791262299,-0.4447369676212317,-0.4888588435283894,1.372434981743172,-0.9117782717073254,-1.076644639217933,1.116234966097319,2.365342586645043,-0.6522310608647903,-0.3374272777368753,-0.2604480554121987,-0.01286644061100766,-0.5212037517867563,-0.3316586076672093,-0.443629865208357,0.8495696337069992,0.1354135218984709,0.4028722999351864,-0.9799649177047789,-0.6695005973826805,-0.6990273986587675,-0.4057333543714285,-0.9780920045972799,1.508588962118545,-0.5663569122235529,-0.229401193472439,-1.269917135901379,-1.273318178351504,-1.07359408784604,Open-Armed-Exp
64,-1.831991394851191,0.7149827783548172,1.170565196689527,-1.485664825932465,0.4128153102675832,-0.2819514845610551,-0.8362402260350082,0.1656273800109926,2.65200543317559,0.04344166151949861,3.243364174429047,-1.070588653042879,0.758522002108978,-0.5752830635656853,-1.605047630794067,-0.4350833129619012,-0.4904285089685784,1.419099942974527,-0.8948286339143068,-1.044312002263839,1.121305018684991,2.428144210587806,-0.6547152653921812,-0.3006122417114983,-0.2858652059358401,-0.02151626049675361,-0.5444869040228287,-0.3105779186607669,-0.3160358337898898,0.857096970581558,0.1609220019567212,0.4583151528931473,-0.9094429335126194,-0.6854241150099358,-0.6578279633911955,-0.36814027272541,-0.9923670909625582,1.55262996473124,-0.5770586837418853,-0.2768252108971234,-1.233726743000339,-1.301990799408219,-1.049530254203884,Open-Armed-Exp
65,-1.733182213152306,0.6154323775746875,1.113396538482192,-1.47421761909747,0.4545347097400319,-0.3441823354452656,-0.8393154426024411,0.2317059064476421,2.644748065317022,0.02613434330932703,3.10249868897503,-1.079064796611582,0.8171214939457488,-0.526937416202821,-1.554230918561813,-0.4299457820809638,-0.5237202444371464,1.476445144404095,-0.8699359314845416,-1.040934522885857,1.144071576173819,2.495186847031378,-0.6752631852188249,-0.2674125400681962,-0.3190009253422639,-0.03623788572251086,-0.5843577051732609,-0.2742180661905021,-0.3003138674987164,0.8589615999178153,0.1892548091886331,0.4303650957448598,-0.9103137030585761,-0.7233592505453303,-0.656107696819452,-0.3443168335533967,-0.9835311595722206,1.519104001773457,-0.6194287682146087,-0.3223144969850629,-1.133698203903455,-1.231824541967184,-0.9821837889401475,Open-Armed-Exp
66,-1.48067446429227,0.4809257892859843,0.980298211111662,-1.489821908646882,0.6043989921894036,-0.4054201184174796,-0.8464275668391947,0.2541936302241564,2.658588222012022,0.04454431835122211,2.95039392093843,-1.103914178328716,0.8833977975542204,-0.462931320157229,-1.497234457662241,-0.4320769610831187,-0.5620133082731281,1.522702943669091,-0.8541185333517576,-1.067571798305455,1.207630361385068,2.5977055453944,-0.6958639328466085,-0.2451139332025806,-0.3610036527796145,-0.05541920049762904,-0.6393082108214019,-0.2401881943459197,-0.3863391018552043,0.8677821603448911,0.2105010177096155,0.3355797742013106,-0.9775358678262057,-0.7882553535111021,-0.7145025338672212,-0.3470966416949101,-0.9668381777645804,1.397913698299659,-0.6982898127571413,-0.3544777272824696,-1.007411446379234,-1.117495761051963,-0.9166846192561608,Open-Armed-Exp
67,-1.048454717836409,0.3255913005953907,0.7886666916889821,-1.530813471524847,0.8699743761099614,-0.4655320031247762,-0.8621129134657879,0.2127367915273183,2.682937140144057,0.07630070696676525,2.80475479784974,-1.152100678998732,0.9301362305815933,-0.4127701342925559,-1.471456293918317,-0.4432855791925058,-0.5826316627864161,1.536495354677226,-0.8567832045272487,-1.123677618465889,1.315562643888553,2.750027921169229,-0.7026642964503559,-0.2351957808014168,-0.4119375155392584,-0.08097318593853776,-0.7037602783630456,-0.2220515216845597,-0.5161212002541838,0.8750724676410835,0.2236384497689438,0.2174664358189554,-1.090639699398076,-0.884292452897406,-0.8010381111039157,-0.3767791762747302,-0.9570275681721189,1.208960615187833,-0.8064101014634181,-0.3606124015863459,-0.9263587674003403,-1.037393078882855,-0.8972923432264049,Middle-Zone
68,-0.4777700092964438,0.1748022593940123,0.568479850796175,-1.580020469215265,1.214584776768404,-0.5233299585820776,-0.8896960602643397,0.1272701577119893,2.700094928791275,0.09317074652812472,2.664979750869254,-1.22014566804487,0.942337524906265,-0.3986425526000897,-1.498940013668953,-0.4642634049114392,-0.5848600744349014,1.508823287572094,-0.8751909364350186,-1.201792601961217,1.451609708680772,2.947337519627414,-0.6916911170006386,-0.2344732814988207,-0.46808211784105,-0.1153526279556581,-0.7661524529156293,-0.2233692794403964,-0.6302553802415042,0.8520393472713792,0.2349960445055393,0.1196595786085606,-1.222439094493512,-0.9957104396703236,-0.8617103124836613,-0.4211262351273453,-0.9601425077723481,0.9897879301167313,-0.9285437330125359,-0.3314991095097779,-0.9537777081014149,-1.047981875649626,-0.938419961810736,Middle-Zone
69,0.1244934083589551,0.05294942983023422,0.3483681332791777,-1.616529813171815,1.567976876618521,-0.5751124979684817,-0.9269598544265394,0.0494391902264514,2.692775584001195,0.08369992281669587,2.522466016689621,-1.295105506765905,0.9180121819406478,-0.418092636706229,-1.567286544409823,-0.4947795592504559,-0.5806305264131421,1.44805810520945,-0.9014351858805064,-1.281906060358194,1.589426945446693,3.175946744167274,-0.6658052256621757,-0.239560331855843,-0.5231851488809446,-0.1577010625458122,-0.8113772525398962,-0.2404453568932786,-0.7086935650739843,0.7643696568053477,0.2551057076333784,0.06040070924518948,-1.348498938629773,-1.088027720469305,-0.8692057089910061,-0.468892795320726,-0.9746570392916426,0.7753177038300688,-1.04254400334617,-0.2656565303203211,-1.093991908232062,-1.151312684957696,-1.019388539722996,Middle-Zone
70,0.6337148376354754,-0.02860674344995712,0.1482139802922591,-1.628839291884662,1.860228579488597,-0.6129968373630853,-0.9652391922913938,0.03242727619761272,2.657843393636103,0.05876468442439566,2.377984782479094,-1.359759862025879,0.8686165571222463,-0.4505122965642999,-1.641046986197338,-0.5324442313298763,-0.5705894609222647,1.372675857949325,-0.931471084181216,-1.336768241256746,1.706592144081098,3.417385391605797,-0.6281572412680438,-0.2495438201615605,-0.5705479404335158,-0.2031160661886963,-0.8295011154137615,-0.2661800647955439,-0.7710076380619727,0.5936215135112447,0.2897064943409796,0.02627004908476671,-1.458870933859338,-1.131702181314829,-0.8378508022515715,-0.5200558111646523,-0.9972283063062897,0.5878939442210839,-1.125469122991697,-0.1736728049535435,-1.283088313274018,-1.298644231338191,-1.100825400105692,Middle-Zone
71,0.9634243009983282,-0.07242092597558822,-0.01680306132652609,-1.618525326104874,2.051302265417399,-0.6284445961864685,-0.9941807094900439,0.09708429328600032,2.610100475818619,0.03489624964938721,2.248314041661143,-1.400662749270858,0.8155785980103323,-0.4782428812444266,-1.691236176754124,-0.5706060360029737,-0.5387819795901323,1.298463680784417,-0.965365375188099,-1.350361713079951,1.793337675864959,3.645011248303262,-0.5816861518549403,-0.2635286991301596,-0.6030688912392658,-0.2448548691377311,-0.823008411482712,-0.2913196165510973,-0.8418872197824219,0.359878133648197,0.3288753372739902,-0.01447257424121774,-1.560754151704097,-1.122342824703003,-0.792225283003018,-0.5766232711517257,-1.023740893845154,0.4411557616992005,-1.164791371244802,-0.07754606755084112,-1.432715872408775,-1.424034951234649,-1.146827576252393,Middle-Zone
72,1.094359612544026,-0.08509086383232459,-0.132323156864296,-1.595879569754151,2.137941646856626,-0.6190781213161922,-1.00797872160982,0.2187674172791532,2.571042941038414,0.01630691477061682,2.154537840309328,-1.4141430086279,0.7817497181341831,-0.4994662063367893,-1.713562656661408,-0.5995538424563309,-0.473229595961851,1.233247993568834,-1.000558789656878,-1.331142998254111,1.850751799458499,3.824975959010289,-0.5345985444575646,-0.2774738819860827,-0.612482593859567,-0.2763433233291231,-0.8048856322798773,-0.3067094771650852,-0.9219386112184229,0.1215075558194712,0.3511641451099817,-0.0891782528394077,-1.664578708404187,-1.079241324416386,-0.7331486085503861,-0.6282137791079261,-1.046777496038949,0.3475656014535282,-1.164510552858577,-0.005356490056653564,-1.48049353676574,-1.480739076473566,-1.140636897987284,Middle-Zone
73,1.069594333769831,-0.06355864863658542,-0.1929078524798984,-1.573910534525092,2.143327997152324,-0.5902202530522349,-1.008296490948689,0.3437598464690013,2.55425086759907,-0.005171706229667714,2.102705212196973,-1.405645267092944,0.7804167565219239,-0.5238148619504029,-1.722758310884341,-0.6127729437959466,-0.3881566088631174,1.180579823215786,-1.028384255530829,-1.303134172962114,1.88349201720946,3.926471577535154,-0.5020521823173071,-0.2862090687901467,-0.5908998447029203,-0.2937711897433839,-0.7876010996341813,-0.3078068460709786,-0.9884416180989808,-0.06322389339692741,0.3424283808800829,-0.1957370325282189,-1.76467439356037,-1.029017509088544,-0.6409265255587296,-0.6562228038576136,-1.058243739853297,0.3169763178250261,-1.14108706363445,0.01252197705174269,-1.406929299363892,-1.455319699867205,-1.087845712646053,Middle-Zone
74,0.9659434707938888,0.009344818697975142,-0.2115900650269429,-1.56274209055692,2.102075466679286,-0.548968015813367,-1.002970967076745,0.4193830321683822,2.560328523688124,-0.03791080577597221,2.075965832400485,-1.383998662029337,0.8067116203038545,-0.5597349952984819,-1.733584581562736,-0.6123066206549359,-0.3241325284331793,1.142057165436341,-1.038579259269516,-1.285032162575006,1.894884385983157,3.934882225292161,-0.5004822870648493,-0.2894415795808287,-0.5345780615775947,-0.2987127751244888,-0.7717402448581757,-0.297548807715306,-1.018019932281722,-0.1746269682428246,0.305718480659255,-0.291009040731593,-1.835396803958661,-0.9889083446934122,-0.5085034122307154,-0.6530767823060076,-1.057598205065338,0.3461976029984864,-1.113436213767355,-0.0486115912385171,-1.228178916347607,-1.357834264245642,-1.007557552709815,Open-Armed-Exp
75,0.8605378736997938,0.1503321702937943,-0.2087479333954669,-1.565313001708778,2.045609131963245,-0.4977085029404651,-1.00138411443255,0.4162442273937992,2.581777202592613,-0.08211444230398934,2.045416156953241,-1.356661423772517,0.8374086021078635,-0.6047289489248806,-1.744586836084647,-0.6064653488898722,-0.3246461974949659,1.115687103863819,-1.026493772575571,-1.27819752513548,1.885891578646652,3.85887616349784,-0.539520082839616,-0.2958266465256027,-0.4475126302092395,-0.2963306441832104,-0.7455862877809905,-0.2844720750501047,-1.011297058273288,-0.2268832539794772,0.2516655144748441,-0.3143120884000715,-1.852009364463109,-0.9593459287009647,-0.3659195635339769,-0.6312866234688385,-1.054950421321239,0.4136890392110993,-1.096212281485427,-0.1899939815721463,-0.989214074856971,-1.208495554019414,-0.922088658452783,Open-Armed-Exp
76,0.8124931220741802,0.3533620694052831,-0.1870655901353861,-1.57539616527538,1.989265413099786,-0.4346970665312173,-1.008282322804491,0.3361387021529343,2.610645205646665,-0.1301193288948044,1.98905405807692,-1.329931525656866,0.8458783417394861,-0.6456109128534311,-1.736814478254225,-0.6017225313819932,-0.4103892833360018,1.096358681662984,-0.9960143209030334,-1.271771494018982,1.855772055023533,3.727763947565956,-0.61513855983757,-0.3210140932506654,-0.3415690340003485,-0.2914494436354839,-0.6980282608970266,-0.2770735136186224,-0.999823720014689,-0.2381960603895791,0.1866873148632566,-0.2391877319697473,-1.818781238201598,-0.9304129249025547,-0.2672617192870794,-0.6094027505252632,-1.063261314874646,0.4870184754770456,-1.099801657758589,-0.376552780362174,-0.7521357818376531,-1.034596891592345,-0.852029641437848,Open-Armed-Exp
77,0.8607474253554762,0.5838381110942217,-0.1262159981976645,-1.5778414045696,1.928497918319304,-0.3603573105318834,-1.019605953426354,0.2078733674784043,2.6440072941952,-0.1712728839679344,1.904467160767054,-1.312152573955155,0.8259615737683765,-0.6712531256047768,-1.691233346135644,-0.5974907875891251,-0.5688389859350407,1.078926696469475,-0.9570602948386046,-1.257679769195335,1.802666009767091,3.579912206234924,-0.7066449811666431,-0.3795791540918969,-0.2309872235517235,-0.2875108427130976,-0.6325765212951807,-0.2787608568157726,-1.022105496241466,-0.2217318352080068,0.1153314916875776,-0.1043469537940491,-1.773819459082787,-0.8967814940585677,-0.2511763803711026,-0.5929468845482355,-1.088680001360249,0.5346567499321457,-1.130696598832964,-0.5485121283123499,-0.5638454834300476,-0.8703552911124139,-0.809206027191312,Open-Armed-Exp
78,1.018254404227297,0.7967356690623026,-0.00868029804962812,-1.552321704443435,1.849625336033758,-0.2820857410932823,-1.024183463998083,0.07229105155375662,2.68426536916087,-0.1974304355439035,1.807849240715761,-1.312851048144822,0.8010881715294107,-0.6849971764749255,-1.609697858338152,-0.5882569203983774,-0.7591215851451315,1.060389996333666,-0.9207995019595187,-1.239869914510815,1.725178176956155,3.4463088343257,-0.7832236673447478,-0.4741608715523602,-0.1263715405918659,-0.2846334122099383,-0.5678560619016392,-0.2881167889810302,-1.084399418306221,-0.1977725139352965,0.04801985619962577,0.01325126392550829,-1.761950492350964,-0.8672186620116408,-0.313993403993001,-0.5750066618859436,-1.129769462375748,0.5333088101678426,-1.186053228810903,-0.6520160960768728,-0.4266981524306183,-0.7477784571760896,-0.7866369413142231,Open-Armed-Exp
79,1.259677685845215,0.9614090671535781,0.1539029067913358,-1.4833480606148,1.746170915399118,-0.2141933750328289,-1.011397936213503,-0.03577325698452023,2.733592092107756,-0.2059908504936818,1.72163453601528,-1.334998979139051,0.8042048383447375,-0.7013673231629698,-1.515531998460125,-0.5692634695908506,-0.9266346286271275,1.041144993127346,-0.8955537579261005,-1.228012263491124,1.627200596488994,3.340451451358437,-0.8197622016401017,-0.5882585774076995,-0.03591063716236064,-0.2775022957131107,-0.5254760282752233,-0.3039034983284657,-1.149417016575148,-0.1929806073044934,-0.002594515105850373,0.0552226110300004,-1.799811021998219,-0.8596715595386322,-0.420264860560055,-0.5525906761097461,-1.183520471090098,0.4718634735275756,-1.248035005426787,-0.6649220403161048,-0.3141845935888055,-0.6844925639637889,-0.7631801948742966,Open-Armed-Exp
80,1.527218918410784,1.074670215040153,0.3258682224556999,-1.372849977759202,1.626669559295649,-0.1725039544678771,-0.9795435129541836,-0.09611427703279167,2.786135626316661,-0.1983686573882507,1.660494386360337,-1.369330479570346,0.8477309553477916,-0.7312408282996464,-1.434434678012791,-0.540905185441039,-1.021914272700346,1.024917205611277,-0.8841799613914585,-1.224593753548598,1.522742631119443,3.264126767678239,-0.8104012390998273,-0.6898728249866652,0.02803520537761665,-0.2624904882340585,-0.517935791123551,-0.3289811322270233,-1.172845403857345,-0.2204383936037777,-0.03232182198219631,0.01639705934770975,-1.86386719853443,-0.8880293890758842,-0.53470384034507,-0.5332025112676497,-1.247576294818289,0.3547897214526315,-1.292300879296812,-0.6031405899149006,-0.2205838749150459,-0.6842848499098309,-0.7284980136583364,Open-Armed-Exp
81,1.762127073571071,1.156553674599021,0.4747784888866718,-1.243536904935925,1.510773570595207,-0.1649149943655296,-0.9379779603957386,-0.1007392583316841,2.824128580540039,-0.1755245092160413,1.623744136677751,-1.399891560742665,0.9160944727162323,-0.7735973668404285,-1.380325901850943,-0.5098473804618459,-1.020892475358727,1.014986181713823,-0.8837156668217191,-1.222920870422864,1.433694010083166,3.220573481956904,-0.7699106217245273,-0.7472785257130756,0.04739891991677489,-0.2478146590902627,-0.543781822538451,-0.3678220152422804,-1.149585662956129,-0.2634428437402239,-0.04698307412119294,-0.06107563328250574,-1.908714139389092,-0.9527200264953423,-0.6398771036522514,-0.5226074445628649,-1.315719066760719,0.2025335448410144,-1.308174493005046,-0.5078876045825986,-0.1813543889556322,-0.7460496013006946,-0.70110918833826,Open-Armed-Exp
82,1.935016318521023,1.229889684464792,0.5919687642615651,-1.128528127558063,1.419744751216905,-0.1852282757823919,-0.9009941065452997,-0.05121004721370818,2.822858355009458,-0.1356092699697517,1.596643663992003,-1.41627844063165,0.9832629828605258,-0.8214176462059144,-1.358735351679887,-0.4865283557540547,-0.9388133257135249,1.009682592502263,-0.8888435731951135,-1.216881353673079,1.38033223691108,3.217124232423671,-0.7250898405409221,-0.747204266313853,0.007013119767491666,-0.2475480398843728,-0.5887424067839391,-0.4178345123571097,-1.116555515770312,-0.2805257292816932,-0.05465041967327133,-0.1196070862793482,-1.896491585705069,-1.039838284208937,-0.7302516059041295,-0.5127309144135547,-1.374249090317523,0.04582131329347612,-1.30716447021279,-0.4216362402255148,-0.2345055785049115,-0.8621658085321,-0.713788677057804,Open-Armed-Exp
83,2.049265648813606,1.294604231065961,0.6952443977895969,-1.055322042385562,1.366538908712287,-0.218906814040204,-0.8792140757833503,0.03775891993842674,2.763798794210208,-0.07751988445665224,1.560199346919138,-1.420654137194625,1.031454908858964,-0.8682690747888748,-1.375034298162852,-0.4796355270633079,-0.8226640909361325,1.002816632824854,-0.8975032145761899,-1.207111323613119,1.375227839402492,3.256143539368768,-0.7023577990140669,-0.7014406964744534,-0.09404717360561407,-0.2630839946852765,-0.6317152096678696,-0.4645121963002699,-1.113416544317736,-0.2292248941366059,-0.06227079452057213,-0.1213438470223152,-1.814689817254488,-1.127521396002098,-0.8020020803512556,-0.4861996297348992,-1.406234015041033,-0.0842472657693313,-1.306620453609214,-0.3645476119354878,-0.3706928073515094,-1.005913643374765,-0.7798765881308757,Open-arm-probe
84,2.120060630981291,1.320867696453691,0.8137942517236875,-1.035131972880855,1.349233427813619,-0.2566364159733842,-0.8752541937626106,0.1368819626224468,2.648226468145282,-0.007678764715925455,1.505182340758956,-1.424425208288836,1.057040037606813,-0.9059337751209128,-1.43127111650867,-0.4907538352545127,-0.7205620967800639,0.9870278857082568,-0.9120510393640663,-1.196430412568404,1.424750303097989,3.33009652710385,-0.7148069460002895,-0.6368558091608515,-0.2395644177961319,-0.2772001228740062,-0.6553608463959482,-0.4876933281239,-1.148544013807886,-0.09110741097448474,-0.07967624358892872,-0.06777527634287733,-1.677120156006105,-1.196020308108676,-0.8511664215000431,-0.4325206068607831,-1.402909116451379,-0.1653163073835769,-1.306119398017073,-0.3264128463231206,-0.5306034214302043,-1.130395532075489,-0.8769374435476823,Open-arm-probe
85,2.152641611322698,1.273586345710753,0.9614427842239457,-1.063128277780943,1.352819935712244,-0.2999200065004096,-0.8848551441236294,0.2113911193316359,2.499996865366534,0.05808267055376735,1.440277271595664,-1.438126158762612,1.065909618548985,-0.9221034945771823,-1.516777170704415,-0.513631106342713,-0.649698198823019,0.955106240933611,-0.9334831432153035,-1.183831605404035,1.527918133324819,3.426525107288121,-0.7554236474239995,-0.5775447109083921,-0.4034898601722098,-0.2667876184186238,-0.6553387686623869,-0.4743725389431293,-1.200185714495022,0.1191987372459077,-0.1176061764780897,0.00912102671867718,-1.512534127671558,-1.235143802382021,-0.8763096078913155,-0.3604364876336493,-1.371746393976298,-0.1879709017516508,-1.286731512693451,-0.2830050361383519,-0.645229464066212,-1.193952301684534,-0.9625653140362993,Open-arm-probe
86,2.141830110029451,1.146823033330356,1.122252041303843,-1.125597204295844,1.359802282200144,-0.3540812959283487,-0.9010982684427281,0.2379628293379435,2.352155717273422,0.1007129177629732,1.384195382825535,-1.461769960797736,1.063474816430948,-0.9080452533539561,-1.609269454111309,-0.5376932509181207,-0.5929789693050995,0.901487175630315,-0.9561188943261067,-1.166728222528792,1.66856901934774,3.532005871017558,-0.8031331708350185,-0.5338109099141377,-0.5588853979033085,-0.2183619235342264,-0.6396453730883165,-0.42939986252136,-1.240385139612527,0.3668586725473572,-0.1752114468982233,0.07649056429104467,-1.346031682523343,-1.243569596781972,-0.8784564845793608,-0.2939951259916133,-1.330481015686888,-0.1550904641561476,-1.23569729543315,-0.2226869304552061,-0.6753256005382575,-1.191127116711869,-1.002135116521908,Open-arm-probe
87,2.090901158691458,0.9747443120603334,1.266652656891741,-1.206016226676023,1.360378026778973,-0.4198501660089194,-0.9183853959260305,0.2188829684941104,2.228148380465485,0.1061720355615526,1.346035307395869,-1.483123543373206,1.045733978547681,-0.8714772751305963,-1.686957401989994,-0.5528134423967069,-0.528322524537729,0.8279630292921144,-0.9698314703758814,-1.146976009784258,1.81457347400903,3.630669344173423,-0.8375888876469605,-0.5034597557259699,-0.6811049756554707,-0.1380747767018614,-0.620750486037714,-0.3750569746888416,-1.252627398454272,0.6176298181554787,-0.2336676602239937,0.1224181282522148,-1.186499416787074,-1.22279182766792,-0.8569406955521588,-0.2539163042118293,-1.292643228016169,-0.07901344514878365,-1.165840165684757,-0.1553225482467434,-0.6248684703166252,-1.154717799095155,-0.984939315882233,Open-arm-probe
88,2.023847622660451,0.8093303915568164,1.379036264188591,-1.286160579433621,1.352287066864778,-0.4905390713892242,-0.9342479464069614,0.1800077334282998,2.135975875827142,0.07137223564225578,1.316394023129591,-1.486679164417487,1.003007620340596,-0.8378592136477748,-1.73656101632628,-0.5539355113901512,-0.4568975658263383,0.7488721906765197,-0.9683919658829216,-1.130978368622511,1.936114553145021,3.704772880776245,-0.8512610003746615,-0.4785290390835876,-0.7482481083207714,-0.05419476323342233,-0.610117566789656,-0.3385834210751708,-1.23247192586731,0.8423535161481894,-0.2687819350112097,0.1525232410882132,-1.030592127331211,-1.175593823482678,-0.8102881028710147,-0.2429860845570428,-1.261301921678096,0.0223678901829369,-1.108818562722738,-0.09735144701240361,-0.5304728484411868,-1.128235419840034,-0.925196033011072,Open-arm-probe
89,1.973310860244447,0.6873238297526492,1.463931525345035,-1.345772989410837,1.332234658270769,-0.553592447121097,-0.9489105581092362,0.1511832000188874,2.077564460787127,0.008264665424058192,1.283436667475866,-1.466782577346996,0.9367477633885375,-0.833659045907441,-1.75122136456595,-0.5432631049788834,-0.402268986387887,0.6865257264666675,-0.9552389683009799,-1.124736812654274,2.028303787965978,3.741065525645434,-0.8516147095200404,-0.4510078278841219,-0.7463103940951568,-0.00478442620094196,-0.6152775563453199,-0.3373039381809321,-1.184356869540122,1.007948335338662,-0.2672041495704096,0.1735628294497376,-0.8747770403663231,-1.11209830123389,-0.7459030890003855,-0.2521573184826287,-1.236812698555207,0.1280856242691027,-1.094608941889339,-0.05602835965574558,-0.4378286474184249,-1.137716212459537,-0.8521367869555495,Open-arm-probe
90,1.958214272726249,0.6177739293408089,1.527329096472327,-1.367264344529304,1.291499048012875,-0.5960320903654374,-0.9633541415851533,0.1428114650231507,2.05667857462392,-0.05740223415703533,1.254500437159658,-1.43315149877687,0.86720493255806,-0.868197399069405,-1.729162914436955,-0.528222833044824,-0.3885830495129989,0.6564723303506843,-0.9399027362397707,-1.130998733477032,2.111354020964986,3.738420757043342,-0.8537639062975331,-0.4176029349783102,-0.6780475486798174,-0.01323377851296697,-0.6359767375580158,-0.3720948899639153,-1.122125180577528,1.084984461239978,-0.2241994447054386,0.1862923769403739,-0.7217800524687811,-1.052657532698435,-0.683028520751563,-0.2771281278086469,-1.225268919225668,0.216420213060234,-1.13575279935134,-0.03253258359833215,-0.3787183558451615,-1.184750416667171,-0.7919702392197486,Open-arm-probe
91,1.97568383271757,0.5942007330613451,1.559951547454624,-1.346003204931562,1.223135306242915,-0.6120525071333406,-0.9779459375408209,0.1384404442550339,2.074559213073054,-0.09587961318465289,1.25258183907105,-1.403604572452162,0.8178913712328283,-0.9324860184611256,-1.678931890118937,-0.517168390312812,-0.4222965032299255,0.6550417132783979,-0.9294189079145265,-1.149487160433211,2.206503164654735,3.710597104156147,-0.8689005270010873,-0.3831369546562675,-0.5663403741132915,-0.07171386258544467,-0.6626841473216326,-0.4316684020732101,-1.062269051523477,1.073742405961131,-0.1322643698712941,0.1899824791021407,-0.5821191186276996,-1.018689538236936,-0.6358703122077312,-0.3216189032704733,-1.234694892247905,0.2719439227089243,-1.220386274541606,-0.03211444535386012,-0.3619105602555209,-1.257569926632128,-0.7508751559212345,Open-Armed-Exp
92,2.008539703957405,0.6080992728642454,1.541785258726293,-1.297927194475953,1.132195250676295,-0.6059985358545278,-0.992953538088727,0.1140333059183712,2.121210184573165,-0.08456919029690836,1.288763328839234,-1.39088372265888,0.7963485892247214,-1.01029562207845,-1.621552883884842,-0.5158355179737409,-0.4906110106464696,0.6620909597670618,-0.9241888540559511,-1.175953587296647,2.314147991271343,3.68266931827756,-0.8964726084091307,-0.3585146984501883,-0.4467147710540166,-0.1483810392585095,-0.6815441328279764,-0.499142055458825,-1.011393416964471,1.013084913463119,0.01393154551184247,0.1852632701801942,-0.4752351670215533,-1.017732526834735,-0.597126240908129,-0.3843176375854043,-1.265302146864038,0.2918076894866818,-1.317547823260674,-0.05794790572922797,-0.3792086383783056,-1.342499699726402,-0.7154200288937688,Open-Armed-Exp
