stamp,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n37,n38,n39,n40,n41,n42,n43,behavior
34,-0.7980816772742422,1.149582167716661,1.558323528198059,-1.618060863498356,0.7660178471850096,0.212887047085957,-0.9192848080708108,-0.1286409426591481,3.22721591950565,-0.2947542752019496,0.3280355041158442,-1.186849305121029,1.273669676111658,-1.309942891574612,-1.962159288202356,-0.4611149679974891,-1.010273414163192,2.213058790464035,-1.003024032920538,-1.009093219555799,2.434977241976961,2.594646898916027,-0.9850860739191529,0.4582883401482798,-0.5417490021056476,-0.8344188658356089,-0.6371653766602219,-0.5546400970607984,-0.1559425220197047,0.1478612389526348,0.7539013409644614,0.0944441898945814,-1.404994806587,-1.167612783840848,-0.571784047429194,-0.1663681534787654,-1.396894666956026,0.7766148785617119,-1.059512680842434,-0.6601437288648144,-1.927837335990277,-1.817164166712973,-0.575025535742174,Middle-Zone
35,-0.7499074494104048,1.286580959511102,1.252901047286127,-1.654671836698606,0.8889482458060821,0.1963956922717375,-0.9385609316890577,-0.07253607081903939,3.144862194062543,-0.139703803077955,0.3400751164316121,-1.145219502932603,1.1625169120886,-1.385795690098521,-1.986174120859713,-0.4801017361820637,-0.931787807020726,2.146783088065752,-0.9516533862047153,-1.026920947862855,2.57532170379923,2.667017657329018,-1.017662186536969,0.2749925511219761,-0.5613593290807957,-0.7869597351298863,-0.6430481938162342,-0.4291004641360723,-0.3789328007974267,0.288784013082941,0.7424006219530075,0.1224425411587513,-1.451302823103837,-1.046668552377862,-0.6284577164149469,-0.2384575132056677,-1.461186800997195,0.9067324421093754,-1.263645667101205,-0.6120608885795733,-1.811034318694041,-1.707098890920712,-0.6443952115574143,Middle-Zone
36,-0.7170195164810476,1.403992881244111,0.9557133836015289,-1.661895801117089,0.9927551619532337,0.1754517014322995,-0.9501027361984189,-0.03074346699803916,3.094298501332506,0.01303685894488279,0.3254418940851561,-1.095714145412972,1.079815373786027,-1.4532991105855,-1.959628811294844,-0.5054492651880986,-0.8906981423077371,2.101749282135741,-0.9182417280173873,-1.040010973303949,2.684801790755071,2.753291186345339,-1.044564599058129,0.08277046326711841,-0.5504586353794205,-0.7094156744916399,-0.676258476874363,-0.327176013513509,-0.6147621197223507,0.3124839656238396,0.722794341125207,0.1479717337042143,-1.472679138341911,-0.9326410755256715,-0.7160812865575126,-0.3511985630849238,-1.495611322562848,1.007059479735672,-1.446983376460239,-0.5571076887842137,-1.70764373122251,-1.676272371492987,-0.7029111036829412,Middle-Zone
37,-0.7141418361486344,1.486718708297835,0.7198122467793668,-1.638644649869809,1.054271040511551,0.155340390056659,-0.9532790802142906,0.005534538534144314,3.082431312807727,0.1339577001426448,0.2849685329902635,-1.045170943810397,1.03543293981961,-1.481407782711584,-1.887854060933143,-0.5311976492152788,-0.8812427618779863,2.066189535504139,-0.9194181143215381,-1.055862005717056,2.740272231131129,2.852439518922581,-1.063112548290567,-0.07877238524685048,-0.4955281151768434,-0.621415441673758,-0.7249981176961309,-0.2774315978557814,-0.8211464478089957,0.2407449860830216,0.7063528478758205,0.1850561895848769,-1.457447056670955,-0.853766255977774,-0.8034813110823946,-0.4779149814785627,-1.4900903831897,1.066706968694607,-1.583686454155059,-0.4951430347018585,-1.595958049035474,-1.719566135667405,-0.7443202890871498,Middle-Zone
38,-0.753578800390162,1.524646194279848,0.5864514228560413,-1.59561026646842,1.070236605570328,0.1419787065726364,-0.9509558740821311,0.05397692284319684,3.10038689012317,0.2084795421490698,0.2306371732510841,-1.003786446710412,1.019873471290457,-1.462984758851119,-1.789262150176945,-0.5522766005718137,-0.8784453586010227,2.032329341548603,-0.9530220163074831,-1.082612584067298,2.740139715997695,2.948483137838661,-1.067432015014669,-0.1870472119784963,-0.4018968759998165,-0.5387838478658875,-0.7740053719601168,-0.281981469473216,-0.9740969640363198,0.1462203368621081,0.7080527914137541,0.2122453733351826,-1.416031431588691,-0.8226810637407493,-0.871554427542013,-0.5935646890211177,-1.450475633043089,1.083913180610466,-1.659377571356093,-0.4316541882609717,-1.455524160164848,-1.803101798182989,-0.7590097232148703,Middle-Zone
39,-0.8353912776262037,1.521506986520277,0.5682324387088354,-1.54831911286275,1.05141350515207,0.1374020733592282,-0.946195391066555,0.1157045233575862,3.126829055709488,0.2342187526781208,0.1718222345379919,-0.9781785645213653,1.001226403421451,-1.417661255322366,-1.685833417674235,-0.5649346098338042,-0.8609739674399389,1.999570207066441,-1.000946864226524,-1.118696028016995,2.694142222621252,3.018058616773894,-1.050230645948732,-0.2332175068054754,-0.2915038972618669,-0.4698535142131986,-0.8054673307277521,-0.3187368203984605,-1.054746832660368,0.1082470524880144,0.7324308789020163,0.2123572950787882,-1.364875750929662,-0.833908034583045,-0.9242045557373335,-0.6777362393962474,-1.39217850270302,1.074682546051224,-1.669752154487814,-0.3893239481591007,-1.304330144138583,-1.88992587319722,-0.744748633225811,Middle-Zone
40,-0.9443663892879988,1.494699458912265,0.6472638287378142,-1.510532972890963,1.012247018170239,0.1372207182032929,-0.941515659660902,0.1682848201441288,3.139433255154292,0.2175339100227771,0.1107675444135634,-0.966113725080985,0.9509029406335935,-1.373459947154574,-1.59588809935662,-0.5669875499645777,-0.8272134127655763,1.973475911119708,-1.043411431853985,-1.151585362415413,2.612638132027855,3.042832490308686,-1.004798544034673,-0.2198096656822001,-0.1903582651996378,-0.4160266094917239,-0.8064355168865609,-0.3561516714377029,-1.042992005295416,0.1664046701007527,0.7708680914410484,0.1967925022946304,-1.314261553243915,-0.873961609572841,-0.9806299696877278,-0.7188095974605878,-1.3292951027364,1.064129601044784,-1.62465266482064,-0.3962887746247351,-1.196041135467768,-1.957378084562041,-0.7088194123654779,Middle-Zone
41,-1.057113074041107,1.465385704928542,0.7796018164267587,-1.488888639956838,0.9636256679663422,0.1344517500629062,-0.9394806148704656,0.1823831046330091,3.12562534064046,0.1735289361973224,0.04973088101553814,-0.9592338396423437,0.8731755933531541,-1.348048464110295,-1.531199615394963,-0.5568101905819921,-0.796829207347352,1.961475338274956,-1.070600740184783,-1.166947782166988,2.504726250934686,3.017603912078343,-0.9295449090932676,-0.1629936896328029,-0.1168686349119282,-0.3748016892105354,-0.7761172704936775,-0.3721853678858429,-0.9313210509637899,0.3017470618485263,0.8070999642119449,0.1957487137710778,-1.263019352762573,-0.9264649159356148,-1.054567553870022,-0.7183469956019979,-1.269934036318207,1.067928888098484,-1.547516880499242,-0.4560609871439693,-1.175842069859824,-1.992831796169788,-0.6583248989708121,Middle-Zone
42,-1.154648148206254,1.446392218276946,0.9084165798810045,-1.481060825202519,0.9116037824502058,0.1256466922776472,-0.9408924972498167,0.1435418001900605,3.086516477649813,0.1245302549123448,-0.004297632392741123,-0.9503306902749888,0.8091078470498453,-1.338162789924693,-1.496441279078641,-0.5345249993695659,-0.7980970800306914,1.966643036335313,-1.082404570670823,-1.158663778811901,2.37974631394005,2.949225846521398,-0.8346369265115879,-0.08957714416242399,-0.07755961244537621,-0.3436352962347918,-0.7272605402877369,-0.3616512157277302,-0.7391388919904684,0.4528689382847877,0.8219092169642686,0.2336984206882123,-1.203527524421843,-0.9708770222085195,-1.133951133650151,-0.6844028293954524,-1.217636015347671,1.081398855630077,-1.460997776203087,-0.5337547362794577,-1.235716368856088,-1.985948758663486,-0.5949076913046049,Middle-Zone
43,-1.23054986546012,1.437329638458558,0.9869112926390895,-1.480023223352318,0.8603805696679392,0.1113957369005858,-0.9420533129100873,0.06276029666763373,3.034020157563342,0.09196476956120243,-0.04357441013427066,-0.9372026924757578,0.8073519982714361,-1.321156531018898,-1.489397811712164,-0.5056363659503448,-0.8475122579421074,1.983135650389787,-1.080881477500962,-1.130843556618361,2.245690745990088,2.853535237968722,-0.7426503989533427,-0.0258121009119636,-0.06941423724865939,-0.3221780924513313,-0.6811978311971645,-0.3301182394677282,-0.5099815920609908,0.5517514646854543,0.7986732288191334,0.3090259647560801,-1.13582256921877,-0.9866886351786265,-1.177693085749707,-0.6189924317165237,-1.171466872085693,1.086313665482527,-1.36767295043892,-0.5816412671306068,-1.308563017006152,-1.933703716493581,-0.5218774817428572,Middle-Zone
44,-1.288301309336762,1.427457869121461,0.998453804532909,-1.481066946710532,0.8146657917627069,0.09104115552595277,-0.9363618619583097,-0.02753825103891153,2.984458540969852,0.08649193427701028,-0.06149817528630117,-0.9188292053577958,0.8867797494847605,-1.26739855649694,-1.501402842201935,-0.4810730892839744,-0.9347105416305769,1.99796557987862,-1.065414353186216,-1.093909008050871,2.105865126792001,2.753502839622588,-0.6770981887058949,0.01258042977511331,-0.08645676556078971,-0.3100506081526059,-0.6590672673449888,-0.289286448484372,-0.2983551474460864,0.5584083429981143,0.7321538873693761,0.3888948572777023,-1.076785430464255,-0.963039912361925,-1.139795322237578,-0.5207774959356719,-1.125585846533573,1.068191476710227,-1.247050656285269,-0.5782228110613705,-1.305882241158631,-1.846026612865243,-0.4521075462607315,Middle-Zone
45,-1.332426636106705,1.40112614219928,0.9619222179248372,-1.484612397556779,0.7793289646156928,0.05875325196490297,-0.9198060497335333,-0.0917281675245259,2.95280058838599,0.1052369029558867,-0.04828692795867349,-0.8894658293141721,1.025082859757442,-1.15349319121396,-1.518341941245986,-0.4717209298638201,-1.025307681524003,1.99808518537432,-1.034854687490262,-1.06040430518652,1.959067857389476,2.670183165324064,-0.6479836096479361,0.02247081375075104,-0.1254547249439015,-0.3020157884539567,-0.6718690954234253,-0.2573505357729094,-0.1553835310184873,0.4804284609969239,0.63664703231966,0.4271256237627468,-1.053379896608549,-0.9039334761060948,-1.008227512843489,-0.4045307934003496,-1.074276608078921,1.028246175621516,-1.078349225666363,-0.5345195979955899,-1.174251461927475,-1.735413955490537,-0.4070086644405085,Middle-Zone
46,-1.364387907073396,1.343349377285009,0.9167716187798991,-1.49468709853128,0.7579115270018298,0.00663688730402278,-0.8943677633393023,-0.1158462102328246,2.94990664103459,0.1376132329653999,0.006551357917417919,-0.84187891541427,1.179378807269746,-0.9733546802646961,-1.524670061477795,-0.4828756739438617,-1.082138722207655,1.976737672775293,-0.9925752976898193,-1.040462599322305,1.805786726802258,2.610231359010999,-0.6480068787169605,0.00883417976711273,-0.1840813111888128,-0.2876055134753587,-0.7135776001100302,-0.2519060291465735,-0.1131736287975322,0.3693278852982974,0.5459637203263465,0.3959247817588535,-1.086182179487001,-0.827437138495337,-0.8226100337064952,-0.3078842088007803,-1.01728484092939,0.9808760399699482,-0.8688925113176121,-0.4670981278140554,-0.9307941972171824,-1.597812485944831,-0.4083723877726125,Middle-Zone
47,-1.386187644709824,1.245771281231547,0.8942464990280085,-1.517722244240278,0.7509721399285755,-0.06638645317081304,-0.8663612373619806,-0.1151432217309587,2.980788880611198,0.1735495682291523,0.100125839169313,-0.7793697269678596,1.314399853527445,-0.7491581088656696,-1.510912880082957,-0.5129464685137594,-1.08732740366943,1.935486969530888,-0.9469398706183645,-1.036724186490972,1.656128126397749,2.568908326125237,-0.6605214898883232,-0.02211949281676459,-0.2538946669199571,-0.258539134006832,-0.7627342324295998,-0.2750470276295379,-0.1734232514785633,0.2890833096971646,0.4989837964312058,0.303702786183602,-1.176924551809554,-0.7607883628501856,-0.6518487019152417,-0.2687302318572146,-0.9574889558234267,0.9408770217048283,-0.6574628349657274,-0.3782214627140762,-0.6470568934685711,-1.412435090102354,-0.4664731104797043,Open-arm-probe
48,-1.403879865941235,1.112533055803698,0.8971949786332297,-1.560274895282802,0.7552701569692493,-0.148218772849687,-0.8420362184815641,-0.1094955638533277,3.041454388049018,0.2081196467730318,0.207926452281295,-0.7204318196656466,1.415102475845541,-0.530207052162638,-1.478293219611172,-0.5547286909458548,-1.046919975501452,1.882920661352952,-0.9066006231267297,-1.043563996978978,1.529534396971812,2.546512941953303,-0.6703153070684543,-0.06663590020618958,-0.3177608034620315,-0.2169079764390037,-0.7938157296965119,-0.3096478613256706,-0.3092399259914382,0.2734918584552732,0.5176980987507609,0.1829167555444981,-1.305263463708298,-0.7309977178693633,-0.5584545380797522,-0.2988548149683367,-0.8972593856013164,0.9139120499267027,-0.4896127809544263,-0.2620654378631723,-0.3948303158340952,-1.17234333385572,-0.5710936470989274,Open-arm-probe
49,-1.425420116427232,0.9630192619517496,0.9060091878892872,-1.622395720460035,0.7660962569886386,-0.217959323445173,-0.8245112216635032,-0.09488278305607742,3.117053843215145,0.2419128063900261,0.2939799884787529,-0.6871631105484138,1.483765844871274,-0.3675582982638692,-1.436833065606679,-0.5973070247756017,-0.9797135773574033,1.830854063817793,-0.8781474710312149,-1.053198582246154,1.442550203529052,2.551453215091783,-0.6700674762801326,-0.1198171156184615,-0.356465817385735,-0.1749899526364196,-0.7915440570565064,-0.3337120042524904,-0.4776624739399701,0.3113630223161885,0.5972887174266583,0.06703928707435323,-1.432396036394414,-0.7520878897311248,-0.5791430125727469,-0.3821310396720638,-0.8421154597283332,0.8996687929783154,-0.3913237353256124,-0.1189204360114849,-0.2033290365322921,-0.9136711404735851,-0.6946552511094831,Open-Armed-Exp
50,-1.455025430812792,0.8286883483340968,0.9001550093627715,-1.692269972747651,0.7817072797309012,-0.2580935211566441,-0.8136541426068581,-0.04941187751914048,3.186557421632551,0.2781786183654703,0.3304446138156537,-0.6907196192897321,1.531652309425141,-0.2810470249124648,-1.400747024430768,-0.629746899801358,-0.9034910027701126,1.788329521837405,-0.8679117766975574,-1.063412520743784,1.395879791276108,2.582485325007581,-0.6616551947565894,-0.1698346530404671,-0.360664424208519,-0.1471823583664306,-0.7563496787293974,-0.3344133942821743,-0.6344959311682405,0.3690899344388102,0.7142160601340368,-0.01764115729116661,-1.51232929160709,-0.8178630343026914,-0.7155701213114825,-0.4918892991332754,-0.8040031569502539,0.9019713309976277,-0.3603750452836597,0.03958384323501059,-0.0646815713249449,-0.7041049958317674,-0.8051969008915589,Open-Armed-Exp
51,-1.48831278494844,0.742665372232467,0.8721872340028777,-1.750459072903921,0.8037948050625516,-0.262357761672177,-0.8076707933979603,0.03583775153348202,3.233198098859027,0.3177164947551247,0.3136079822983613,-0.7293162461556637,1.568054737973805,-0.2517473038514697,-1.382620556967399,-0.6458908499076721,-0.8272904134966865,1.757093227937227,-0.8805656799975923,-1.078394262286062,1.373364294016021,2.617216323568967,-0.6528610963911973,-0.2002674824409997,-0.3386928819865858,-0.1427685353611365,-0.6974501475465631,-0.3088667995122103,-0.7475429400924233,0.4171668749779096,0.8363787433757399,-0.04986408309077871,-1.512716315037054,-0.9093735088839651,-0.9206736993325046,-0.604057837203382,-0.7934452423933342,0.9322522958505872,-0.3723265657406354,0.188484723715237,0.02265097689142952,-0.5985956125020815,-0.8794848358343527,Open-Armed-Exp
52,-1.512068917908028,0.72416958241854,0.827552469984269,-1.781042268215359,0.831635675299287,-0.2331463161913041,-0.8047050009655771,0.1425984144272079,3.252256562764629,0.3555017727577251,0.2705034649781956,-0.7944080557269451,1.592295513974663,-0.2450973275056758,-1.387250061941129,-0.6471278214966867,-0.7545515781948853,1.732098528779623,-0.9134315793911888,-1.101578463727362,1.352607539083609,2.62503228655223,-0.6500553812117642,-0.2013395417638874,-0.311290336293192,-0.1644577450898878,-0.6240025270041507,-0.2610698850696596,-0.8044288989758015,0.4391921682760203,0.9271885984476637,-0.01915363309634369,-1.436851280373514,-1.007998164482335,-1.100924384483301,-0.697885538774346,-0.808065478584069,0.9998964191408117,-0.3926411604342362,0.2906849559445617,0.02823931572249564,-0.6064186861995913,-0.911528173331405,Open-Armed-Exp
53,-1.5114320384249,0.7669396556955058,0.7783194711618553,-1.778714637329591,0.857274795663111,-0.1760317653355826,-0.8039285424313206,0.2408204367005091,3.249380799193055,0.382818155056519,0.2545539150108844,-0.8726529813044629,1.598977720893699,-0.2387499935160641,-1.410091334487111,-0.6407815878493086,-0.6932484756440146,1.705802785498021,-0.9552278919787788,-1.130471223146626,1.317742587927873,2.587691869485965,-0.6530617974058714,-0.1781622149007821,-0.295551858772134,-0.2083455918092637,-0.5444220705178398,-0.2027878573310815,-0.8122398633158542,0.4340964124476679,0.9539307388370123,0.06342640616595452,-1.327060642144202,-1.099421126844845,-1.163690332133859,-0.7540634613588617,-0.831662024427856,1.096737325335339,-0.3917315002097202,0.3138487523300353,-0.08080508567468186,-0.6938680151234058,-0.9127770848299632,Open-Armed-Exp
54,-1.481518607432859,0.8413296058310092,0.7364169612387987,-1.747884056277114,0.8688169363072277,-0.1003752336257408,-0.8057890803515825,0.3116866703796628,3.232511682409102,0.3932318537535774,0.3309034550133548,-0.9448880390451716,1.591823214182967,-0.2339812300483499,-1.442128879056591,-0.633853058210921,-0.6582787301314567,1.671703166402905,-0.9915550607356609,-1.160319379480815,1.265112806390884,2.506282680547096,-0.6594466304171236,-0.1475116607840651,-0.2929732949452372,-0.2615838790561242,-0.4705097152617114,-0.1510512163311415,-0.7917138906599057,0.4177483061812305,0.9022086216791274,0.1661082912732496,-1.238852647623219,-1.170541787793841,-1.081324154483269,-0.7577805665698881,-0.8441725833971777,1.192488601036725,-0.3593243818815303,0.2542244749511166,-0.2928162200842692,-0.8073362442954913,-0.9013196547220916,Open-Armed-Exp
